attendance,midsem,assignment,gpa,quiz,result
15,2,1,0.2,3,0
71,10,3,1.1,2,1
0,2,1,8.3,0,0
4,18,3,8.3,5,1
2,9,3,9.5,2,0
64,14,0,5.6,1,1
3,10,1,8.6,4,0
98,14,4,8.2,0,1
95,12,1,5.9,2,1
63,4,1,7.8,0,0
97,3,1,1.3,4,0
88,12,5,6.4,3,1
9,8,4,9.5,3,0
20,16,4,1.6,4,1
45,1,3,7.4,3,0
90,4,4,3.2,0,1
26,15,3,8.2,3,1
65,6,0,7.0,4,0
40,0,3,9.3,4,0
12,11,1,7.1,5,0
8,20,2,4.1,4,1
35,10,2,0.1,1,0
85,11,5,7.9,0,1
89,18,1,4.1,4,1
57,11,3,6.7,5,1
53,11,1,1.1,0,0
11,13,5,8.9,5,1
80,1,4,4.4,1,0
77,1,3,9.2,0,0
13,3,1,7.1,2,0
33,19,4,1.2,1,1
52,15,5,5.8,1,1
19,9,4,9.1,3,0
74,12,3,8.0,4,1
15,1,5,4.2,1,0
94,2,5,9.6,0,1
69,18,5,2.7,2,1
55,5,0,3.8,0,0
82,18,5,7.5,0,1
100,20,0,2.3,2,1
57,19,4,5.2,5,1
3,18,0,7.3,3,0
3,7,4,6.4,4,0
19,13,0,1.6,1,0
9,9,4,6.3,4,0
23,2,4,5.7,3,0
98,5,5,5.6,5,1
25,14,5,8.3,2,1
36,17,4,1.8,4,1
84,13,5,7.5,0,1
53,18,4,7.6,1,1
20,9,5,7.2,1,0
73,14,2,5.1,5,1
37,3,0,4.0,3,0
45,1,4,3.9,3,0
3,2,1,7.3,2,0
59,6,5,5.0,3,1
56,15,5,3.4,4,1
44,9,3,6.3,1,0
19,18,1,8.4,2,1
16,16,1,0.6,3,0
70,18,2,9.7,0,1
3,4,0,1.0,1,0
92,19,2,5.1,2,1
13,12,0,5.6,1,0
2,12,4,1.4,4,0
87,10,2,9.2,5,1
100,10,3,4.7,3,1
79,15,0,1.4,5,1
57,14,2,7.1,3,1
54,16,3,6.6,3,1
3,17,1,9.6,0,0
23,18,5,4.4,4,1
33,3,4,2.7,0,0
29,4,4,0.6,4,0
81,6,1,7.3,4,1
18,1,2,6.2,4,0
30,0,5,9.7,3,0
59,11,1,7.1,3,1
59,9,3,9.3,3,1
18,7,5,9.9,0,0
48,0,0,4.3,2,0
62,11,2,1.5,5,0
82,1,5,2.0,4,0
21,9,0,3.2,0,0
23,16,1,5.1,3,1
75,2,4,1.2,5,1
29,6,5,3.0,3,0
57,11,5,3.1,2,1
30,7,0,0.0,3,0
99,19,0,3.5,4,1
63,11,4,1.2,1,0
18,2,0,4.3,5,0
47,16,0,2.0,3,0
44,8,5,8.2,2,1
99,9,4,0.8,5,1
93,5,4,8.7,1,1
54,0,5,5.8,5,0
54,11,1,4.6,4,1
96,4,1,5.5,4,1
17,12,5,3.8,4,0
62,14,0,1.3,2,0
91,10,2,7.7,1,1
46,7,1,9.3,4,0
74,4,1,9.5,3,0
56,1,5,6.7,1,0
44,11,5,4.1,4,1
32,1,2,4.8,1,0
16,15,2,6.6,5,1
69,20,4,8.2,3,1
3,2,5,3.7,0,0
19,9,1,9.2,4,0
46,18,3,3.2,3,1
90,7,3,5.3,2,1
14,6,0,9.6,5,0
69,0,1,9.4,4,0
46,11,3,7.0,0,0
77,4,1,3.2,5,0
74,15,5,2.2,3,1
8,3,1,0.8,5,0
89,16,3,7.1,3,1
15,20,1,5.0,1,0
68,1,2,5.7,4,0
60,11,0,4.7,0,0
9,0,4,4.8,2,0
49,11,3,5.7,1,1
2,11,5,9.1,4,1
76,11,4,0.3,0,1
93,18,0,8.0,1,1
69,16,2,3.9,0,1
80,19,2,7.4,5,1
50,10,2,9.5,0,0
18,12,2,3.1,1,0
41,7,3,0.9,1,0
34,9,3,2.3,4,0
45,7,1,2.2,1,0
25,19,5,7.4,5,1
68,7,1,0.6,4,0
92,8,5,0.5,0,1
63,6,0,6.9,1,0
36,13,1,5.6,4,0
83,1,0,4.2,4,0
48,10,0,5.8,2,0
20,7,0,7.4,4,0
73,12,2,1.0,4,1
63,20,4,5.5,2,1
4,14,4,8.2,3,1
99,2,3,3.6,5,1
69,13,0,7.6,1,0
89,14,2,8.5,2,1
3,1,1,8.2,4,0
38,18,1,6.5,4,1
34,11,3,7.2,1,0
0,19,3,7.9,5,1
23,3,0,7.3,0,0
56,2,0,4.5,2,0
99,4,1,1.6,3,0
69,2,1,3.1,1,0
40,14,1,2.1,1,0
53,18,1,3.6,2,1
45,1,4,4.9,4,0
59,11,0,9.6,4,1
59,4,0,9.6,3,0
56,16,1,7.7,2,1
30,13,2,9.8,1,1
83,9,1,10.0,2,1
23,2,5,8.9,0,0
88,3,3,0.8,1,0
35,5,5,4.3,3,0
84,15,2,5.3,3,1
29,6,3,1.2,1,0
23,14,2,8.1,4,1
29,20,3,1.5,1,1
85,19,1,3.8,1,1
91,10,1,0.7,0,0
6,20,2,5.2,1,1
34,0,3,6.0,5,0
54,4,4,7.4,5,1
91,12,2,3.4,2,1
13,20,2,5.9,2,1
9,13,5,7.3,3,1
79,8,0,7.6,4,1
15,16,2,3.0,3,0
53,14,4,0.7,0,1
94,20,1,0.4,1,1
88,6,3,7.7,3,1
76,11,0,3.9,1,0
69,5,3,1.3,3,0
43,20,1,1.8,1,1
72,15,2,7.7,3,1
44,4,5,6.0,5,1
99,8,4,5.0,5,1
55,13,0,6.2,5,1
83,7,4,1.4,2,1
81,13,4,3.2,0,1
56,11,4,3.7,3,1
20,9,4,3.1,2,0
67,19,1,8.6,4,1
49,19,4,5.8,3,1
32,20,5,7.3,1,1
90,12,4,2.4,0,1
6,18,1,2.6,2,0
69,14,3,2.3,2,1
14,7,1,6.9,0,0
81,20,5,3.5,3,1
31,9,5,4.1,1,0
74,2,2,7.1,4,0
19,20,1,9.7,3,1
87,2,3,1.6,0,0
14,4,2,0.6,3,0
47,15,2,1.9,3,1
70,16,0,7.3,0,1
20,5,4,1.9,0,0
41,19,2,5.8,4,1
25,19,2,5.9,0,1
13,15,5,2.9,0,0
56,1,3,0.7,0,0
36,19,2,4.0,2,1
57,14,3,1.9,0,1
20,17,4,1.8,0,0
81,0,5,5.2,0,0
68,18,0,6.7,4,1
2,11,0,0.8,3,0
86,7,4,5.8,0,1
89,5,4,2.5,0,1
36,11,5,6.7,4,1
87,6,5,8.1,3,1
48,17,1,8.1,4,1
18,13,2,3.7,5,1
88,7,2,5.7,1,1
84,19,2,7.9,1,1
11,13,3,0.6,1,0
60,4,1,6.1,0,0
40,8,2,8.4,4,1
32,7,3,3.7,0,0
49,1,3,4.6,1,0
67,15,0,7.0,3,1
70,12,3,0.7,3,1
85,6,4,3.9,5,1
32,15,5,3.0,4,1
80,6,3,0.2,5,1
23,13,4,2.0,3,0
60,13,4,4.0,1,1
60,11,0,2.0,5,0
97,0,0,6.0,5,0
27,0,3,4.5,5,0
57,11,0,0.4,4,0
42,19,0,2.8,4,1
40,20,5,0.2,1,1
38,14,2,3.6,1,0
85,3,3,2.6,1,0
48,6,3,6.9,5,0
16,15,3,3.1,1,0
97,2,0,3.8,4,0
69,6,5,7.3,3,1
69,5,0,4.8,1,0
97,15,4,5.6,2,1
64,7,1,8.4,4,0
73,5,1,2.1,0,0
84,9,1,9.9,3,1
4,15,2,9.0,4,0
1,10,0,2.9,1,0
21,12,4,8.9,5,1
56,5,4,7.5,2,1
65,0,1,9.3,0,0
73,20,5,6.9,3,1
97,18,2,6.7,1,1
15,11,2,0.0,4,0
50,5,1,4.7,4,0
38,17,1,2.0,3,1
85,12,0,3.2,2,1
75,6,5,9.8,5,1
87,12,2,0.9,1,1
39,20,4,7.2,3,1
37,7,1,1.7,3,0
59,20,0,0.1,4,1
58,16,4,5.0,3,1
9,8,2,1.6,0,0
98,19,1,9.7,0,1
63,12,5,2.0,1,1
62,1,1,1.9,3,0
48,3,5,0.3,4,0
63,1,0,3.3,5,0
31,3,0,0.2,1,0
6,17,2,5.0,2,0
20,4,5,5.1,4,0
19,18,1,0.5,2,0
25,9,0,2.4,1,0
67,17,1,8.3,0,1
85,20,2,4.6,4,1
14,9,5,4.3,5,1
84,4,1,7.0,4,1
78,16,4,7.1,1,1
85,12,1,7.6,4,1
91,16,3,8.3,4,1
13,8,3,2.3,1,0
26,11,2,0.7,3,0
39,13,2,3.8,1,0
57,13,2,8.6,4,1
27,7,4,0.8,5,0
25,4,5,5.8,5,0
62,18,4,7.0,1,1
65,13,1,4.8,4,1
24,8,0,2.6,2,0
2,6,5,3.3,2,0
71,7,3,0.7,0,0
43,13,3,2.9,1,1
96,13,3,0.4,1,1
41,10,1,7.3,2,0
98,13,1,9.0,2,1
5,20,2,6.3,2,1
38,7,0,6.6,5,0
51,2,2,4.7,5,0
22,17,1,1.6,0,0
88,2,4,0.1,0,0
49,12,2,3.4,3,1
42,11,5,7.5,5,1
18,14,1,9.6,1,0
68,17,1,4.3,0,1
50,4,4,3.7,4,0
10,6,4,4.5,1,0
11,10,4,4.3,3,0
73,10,0,6.3,2,0
7,14,5,7.3,3,1
23,9,1,7.8,1,0
91,14,4,6.5,2,1
40,12,0,4.4,3,0
35,13,3,9.5,3,1
100,16,5,7.1,1,1
84,12,3,4.3,0,1
71,9,3,4.5,4,1
54,0,1,8.2,3,0
8,0,0,4.4,4,0
46,14,0,5.2,5,1
14,15,3,2.9,5,1
47,11,5,8.4,1,1
81,5,2,5.2,1,0
41,5,3,5.5,0,0
59,11,1,8.8,2,1
83,14,3,9.2,4,1
69,3,5,8.2,3,1
11,3,5,0.7,2,0
1,1,3,4.4,5,0
6,11,0,3.4,5,0
79,6,3,2.1,4,1
2,19,4,9.1,4,1
2,8,4,8.9,2,0
26,8,2,4.7,2,0
39,7,1,1.3,0,0
32,13,1,0.1,3,0
91,0,0,4.4,3,0
0,20,1,0.4,3,0
7,11,2,6.1,5,0
100,1,4,6.1,5,1
31,12,0,9.0,2,0
47,3,5,1.9,0,0
100,19,4,3.7,1,1
3,17,2,8.6,0,0
93,18,0,4.7,5,1
69,15,3,0.6,2,1
18,13,1,1.1,0,0
31,7,2,8.1,2,0
8,11,0,7.4,4,0
11,8,4,8.8,4,1
10,5,0,1.2,1,0
45,17,3,7.6,5,1
15,1,2,6.6,4,0
0,7,0,2.3,1,0
62,13,5,9.7,3,1
20,5,2,5.7,2,0
29,9,2,9.1,3,0
12,7,4,8.6,3,0
33,16,1,3.3,1,0
3,11,5,5.4,2,0
27,16,3,4.3,1,1
94,12,0,7.1,0,1
58,18,1,5.9,3,1
26,11,4,7.8,2,1
68,15,1,0.1,3,1
24,4,2,6.9,0,0
2,15,2,3.2,5,0
96,5,3,2.2,0,1
67,10,5,8.0,5,1
24,16,0,0.9,2,0
19,13,0,2.3,2,0
33,5,4,2.0,0,0
25,10,3,4.2,3,0
4,11,0,3.2,4,0
98,12,5,7.2,3,1
60,3,2,7.0,4,0
91,6,3,3.3,1,1
92,1,1,4.4,2,0
8,5,3,2.1,0,0
49,5,3,6.7,1,0
5,17,5,4.0,3,1
82,19,5,1.3,4,1
59,7,0,1.3,5,0
43,7,4,3.2,2,0
10,7,4,7.5,4,0
65,7,5,0.3,3,0
46,0,0,2.6,3,0
72,1,0,1.6,0,0
84,11,0,9.6,1,1
87,14,5,7.1,2,1
97,3,4,2.3,0,0
85,2,0,2.1,4,0
2,13,5,8.6,1,0
75,7,1,1.9,2,0
91,12,1,10.0,4,1
29,18,2,2.8,2,0
89,4,1,0.8,2,0
20,12,3,6.9,5,1
27,19,2,6.1,5,1
89,0,1,10.0,1,0
61,15,3,8.0,5,1
32,1,1,4.3,4,0
84,6,5,6.8,5,1
34,5,3,8.2,0,0
51,4,0,5.1,0,0
33,3,5,2.7,0,0
40,1,3,2.1,2,0
50,9,5,3.0,3,1
46,4,0,8.5,1,0
81,17,3,3.8,0,1
57,9,3,2.9,1,0
74,14,5,8.1,5,1
56,8,1,0.3,2,0
22,10,3,5.9,1,0
47,20,1,8.7,0,1
21,16,3,4.1,0,0
16,20,4,2.7,2,1
68,8,2,4.9,2,0
10,15,1,7.2,4,1
93,5,1,5.2,2,1
14,10,0,0.1,3,0
90,16,4,0.8,3,1
34,3,0,7.2,0,0
32,14,4,4.0,5,1
83,0,4,7.8,2,1
15,19,5,6.5,3,1
33,0,5,5.8,3,0
65,8,5,9.0,4,1
98,11,3,0.2,5,1
39,3,0,1.6,5,0
27,12,2,6.2,2,0
46,6,4,0.7,4,0
38,7,4,6.4,5,0
69,12,1,9.8,5,1
72,10,3,8.8,1,1
19,8,2,5.9,4,0
0,15,5,8.9,5,1
71,9,4,1.2,1,1
86,10,1,4.5,1,1
62,11,0,4.3,5,1
66,13,4,3.4,2,1
3,18,1,0.0,1,0
57,11,0,8.9,1,1
24,17,3,7.8,4,1
46,20,5,6.5,2,1
37,16,0,1.3,2,0
14,2,4,3.8,1,0
62,0,2,9.2,4,0
20,18,0,6.2,4,0
98,3,2,6.0,4,1
56,15,2,9.1,4,1
52,11,0,5.6,0,0
45,20,3,6.0,5,1
13,20,0,3.5,1,0
99,12,1,3.7,1,1
75,16,5,6.9,1,1
16,7,2,3.2,2,0
38,12,5,5.6,2,1
8,19,4,2.8,4,1
98,4,2,1.7,5,1
76,17,4,4.5,2,1
78,14,1,2.2,3,1
81,11,1,9.0,1,1
96,16,5,3.0,1,1
5,14,1,6.0,0,0
90,1,0,2.6,0,0
22,5,2,2.6,3,0
58,16,4,3.5,0,1
90,15,5,9.2,5,1
97,16,5,3.9,4,1
45,19,1,8.2,4,1
37,8,1,2.0,1,0
13,4,4,0.5,4,0
99,0,2,7.8,0,0
71,5,2,5.4,3,0
61,13,5,5.0,5,1
34,16,4,2.7,4,1
18,18,5,0.7,1,1
29,0,3,4.8,1,0
77,0,2,8.7,5,0
83,12,4,1.2,0,1
24,13,4,9.3,4,1
39,5,5,2.7,0,0
87,5,1,5.3,1,0
13,0,4,0.7,3,0
25,13,5,4.3,4,1
86,2,0,1.3,3,0
21,9,1,0.5,5,0
47,18,1,9.7,4,1
82,18,2,7.3,1,1
50,18,3,7.2,4,1
2,3,2,0.9,1,0
41,19,0,9.3,2,1
18,18,5,4.7,1,1
72,9,1,8.5,1,0
27,1,1,0.1,5,0
83,3,4,3.0,4,1
44,5,3,10.0,3,0
70,6,3,4.3,1,0
77,15,4,8.9,4,1
62,6,0,3.3,1,0
72,17,3,5.3,0,1
18,19,1,8.5,0,1
46,18,0,6.1,0,1
13,8,2,7.3,0,0
37,19,2,2.3,3,1
52,9,0,1.6,5,0
60,12,1,2.3,1,0
35,17,2,4.9,0,0
39,15,5,8.0,4,1
80,16,1,3.5,0,1
29,12,4,5.6,2,1
8,11,3,8.0,2,0
63,9,0,2.4,5,0
32,0,3,8.8,3,0
51,7,4,9.5,2,0
88,20,2,0.4,4,1
13,17,5,0.6,0,0
74,1,1,0.9,2,0
52,15,1,7.8,2,1
98,11,4,1.9,3,1
58,8,0,7.3,2,0
77,2,3,4.4,0,0
93,20,5,8.4,5,1
40,3,2,8.1,5,0
67,1,0,9.6,5,0
67,7,5,2.5,1,1
91,9,5,2.3,0,1
7,15,4,0.3,2,0
1,10,4,4.1,2,0
85,17,1,4.6,2,1
40,13,2,9.6,3,1
54,7,0,8.3,4,0
15,14,1,1.7,0,0
92,16,2,8.0,5,1
61,20,3,1.8,2,1
47,17,3,0.8,1,1
29,5,1,8.4,3,0
11,13,0,9.8,4,0
34,2,2,0.9,2,0
10,6,3,8.1,5,0
63,14,3,8.6,0,1
49,20,0,1.2,1,1
84,15,1,2.8,5,1
20,15,4,7.3,3,1
68,7,5,8.1,0,1
47,6,2,3.5,0,0
19,5,3,1.6,3,0
100,1,5,6.5,0,1
66,12,5,7.0,1,1
43,11,4,5.0,1,0
32,14,5,1.4,0,1
72,8,0,8.4,2,0
60,1,1,6.5,0,0
8,16,2,8.7,2,0
67,4,0,9.3,0,0
34,10,1,8.1,5,1
80,18,0,9.6,4,1
97,6,3,9.5,1,1
87,1,3,6.2,0,0
95,15,4,7.3,1,1
64,11,0,7.0,3,1
7,14,5,6.2,4,1
44,0,3,0.2,2,0
86,12,1,3.6,3,1
46,5,4,1.0,4,0
39,12,5,3.0,3,1
75,17,2,0.7,1,1
53,2,0,9.2,5,0
75,0,3,4.5,4,0
45,14,5,1.9,3,1
46,12,1,5.8,2,0
14,4,0,2.0,4,0
18,12,1,8.0,4,0
25,4,4,3.1,3,0
51,18,3,3.1,5,1
92,20,3,8.7,0,1
21,17,4,5.6,2,1
20,20,1,8.9,2,1
50,9,0,4.1,3,0
37,7,1,3.4,5,0
19,14,0,5.1,1,0
28,20,5,0.6,1,1
50,19,4,1.5,0,1
3,3,2,2.2,0,0
54,1,0,8.2,3,0
70,5,3,7.3,5,1
91,2,5,1.9,1,1
27,6,3,2.8,2,0
3,9,5,9.4,5,0
21,5,3,0.9,1,0
75,15,1,5.5,5,1
44,1,1,5.2,3,0
66,16,1,7.3,1,1
85,12,5,2.6,4,1
65,0,5,9.3,3,1
87,5,3,4.1,4,1
33,4,0,2.9,5,0
90,12,5,3.4,3,1
54,17,3,3.5,2,1
0,11,0,2.0,3,0
71,6,1,9.3,3,0
86,14,5,1.7,3,1
37,2,2,8.8,3,0
5,15,1,4.0,0,0
85,0,4,2.7,4,0
24,15,0,2.0,3,0
81,11,2,5.0,3,1
16,18,1,6.7,5,0
60,7,5,9.0,0,1
11,11,2,6.5,1,0
5,14,3,4.8,5,1
89,1,0,0.3,5,0
26,16,4,9.2,0,1
7,6,3,9.0,0,0
82,12,2,3.8,0,1
64,0,1,0.3,5,0
56,5,0,7.3,5,0
92,12,5,7.9,3,1
98,10,4,5.4,0,1
39,9,1,4.0,0,0
13,15,4,8.5,5,1
34,19,5,1.9,5,1
47,16,0,4.4,0,0
83,16,2,0.2,3,1
55,3,4,1.6,2,0
48,4,0,9.4,2,0
12,13,4,5.8,1,0
60,19,1,8.1,3,1
48,9,4,4.9,5,1
45,13,1,8.3,0,0
61,0,1,5.4,0,0
7,10,0,0.0,0,0
42,17,3,9.0,2,1
19,15,5,1.5,5,1
96,17,4,4.5,0,1
89,7,2,4.8,0,0
38,9,1,0.5,2,0
84,9,3,0.5,0,1
48,4,1,7.6,1,0
63,9,3,3.0,5,1
61,17,3,4.1,4,1
53,20,2,5.6,1,1
8,5,3,3.7,3,0
87,2,2,7.8,1,0
36,7,0,8.8,1,0
48,8,1,0.6,2,0
40,4,2,6.4,3,0
16,1,5,3.2,5,0
87,1,1,5.8,5,0
20,6,5,4.8,1,0
50,16,4,3.3,4,1
58,9,5,0.9,1,0
38,11,0,5.6,0,0
54,1,4,1.1,2,0
40,9,4,1.6,0,0
38,19,3,9.8,3,1
12,0,5,3.2,3,0
63,3,3,5.8,2,0
10,12,5,2.7,1,0
18,11,4,8.7,3,1
10,10,3,2.8,4,0
76,9,1,3.7,2,1
45,14,5,6.1,0,1
44,4,5,8.7,4,1
0,16,3,8.2,5,1
39,4,5,2.6,2,0
18,1,4,8.3,4,0
75,8,3,7.0,2,1
71,5,3,9.9,0,0
71,17,2,9.4,1,1
60,13,2,5.3,2,1
11,18,4,7.5,3,1
60,13,1,5.7,0,0
32,7,5,5.9,0,0
44,16,0,1.0,4,1
89,2,5,0.0,3,0
91,9,0,0.5,4,1
68,16,4,9.7,5,1
7,10,1,1.3,0,0
24,7,1,0.4,2,0
90,0,1,3.1,5,0
45,12,2,5.9,3,0
86,20,4,9.5,0,1
29,3,0,7.0,3,0
46,6,1,2.8,5,0
86,13,4,9.4,2,1
48,4,5,0.4,1,0
46,10,0,9.8,4,0
83,16,2,0.6,4,1
81,4,3,7.5,5,1
17,19,0,0.5,0,0
65,2,5,9.3,0,0
67,4,0,1.1,2,0
93,14,0,0.5,0,0
32,18,3,8.9,0,1
35,15,1,1.0,0,0
81,7,5,8.0,3,1
100,12,3,7.5,3,1
18,15,0,6.0,1,0
27,2,5,3.8,3,0
39,0,2,9.2,4,0
83,8,0,8.7,5,1
96,8,2,4.3,1,1
75,16,4,2.3,0,1
14,1,2,2.7,4,0
40,8,0,2.2,1,0
38,18,3,5.4,5,1
1,12,0,8.7,1,0
62,4,0,7.7,4,0
28,8,4,8.0,1,0
73,12,1,4.5,4,1
65,0,0,3.2,1,0
50,14,4,7.6,1,1
74,3,3,7.9,1,1
76,3,4,7.0,4,1
9,19,4,0.3,1,0
13,9,2,5.9,5,0
81,5,1,3.5,5,1
50,11,1,2.0,3,0
72,19,5,6.9,3,1
38,15,3,2.7,3,1
27,2,5,9.1,3,0
2,13,4,3.0,3,0
83,0,3,5.6,5,0
69,9,3,8.3,0,1
26,14,1,4.0,1,0
1,6,1,8.3,5,0
92,3,1,7.2,5,0
37,13,0,9.2,2,0
2,15,4,3.3,0,0
15,13,3,1.1,4,0
93,2,4,4.3,0,0
39,16,3,7.9,2,1
1,20,3,4.5,5,1
80,13,5,2.6,0,1
40,17,3,0.3,1,0
11,2,3,3.1,3,0
34,18,2,7.1,1,1
64,2,2,1.5,0,0
54,11,5,3.4,5,1
44,4,0,0.2,5,0
78,9,1,7.2,2,1
89,8,3,8.8,4,1
100,0,4,5.7,1,1
84,12,2,0.3,2,1
61,2,1,2.2,4,0
48,18,0,4.4,3,1
94,10,1,5.9,1,1
24,15,3,5.0,5,1
22,5,1,9.2,1,0
23,2,3,9.4,5,0
37,18,5,1.1,5,1
27,5,2,1.4,3,0
20,7,2,3.6,3,0
53,12,3,4.2,0,1
17,11,4,5.9,4,1
35,9,2,7.7,2,0
98,2,4,1.4,3,1
44,3,3,8.0,0,0
72,0,5,6.1,4,1
52,12,3,9.8,4,1
29,3,5,6.5,1,0
59,10,2,7.2,0,0
97,18,4,2.0,0,1
31,10,3,7.7,1,0
66,11,2,0.8,2,0
66,10,5,6.6,3,1
27,5,3,0.6,5,0
43,11,5,1.2,1,0
78,8,1,1.1,3,0
40,9,5,0.5,5,1
62,2,1,3.2,0,0
22,2,2,9.9,1,0
74,19,3,3.5,5,1
47,15,2,7.6,2,1
31,2,0,1.3,3,0
56,9,5,4.5,3,1
99,10,2,1.9,3,1
32,7,2,1.9,0,0
23,5,1,1.0,5,0
38,19,5,4.3,3,1
33,10,1,0.8,4,0
55,20,3,9.1,3,1
27,11,2,4.5,0,0
36,15,5,8.4,1,1
6,17,2,9.8,3,1
67,12,3,6.8,3,1
36,2,4,9.0,1,0
55,14,3,1.4,5,1
64,20,1,8.3,5,1
64,13,1,2.7,4,1
46,17,2,4.7,0,1
19,13,1,6.5,1,0
18,4,5,9.0,0,0
28,20,3,9.1,5,1
73,13,2,0.9,1,1
59,7,3,3.6,2,1
17,14,3,7.9,4,1
91,14,2,7.0,2,1
34,18,4,0.3,5,1
42,19,1,4.5,1,1
94,5,0,8.3,5,1
90,18,0,7.4,1,1
10,7,0,4.1,0,0
48,5,1,7.4,1,0
37,19,4,5.5,5,1
63,14,3,9.1,0,1
68,2,2,5.9,0,0
7,9,4,4.0,1,0
33,14,0,8.6,0,0
47,15,5,0.5,5,1
55,16,1,9.0,4,1
75,18,1,7.0,2,1
64,10,2,9.4,1,1
30,15,5,2.5,0,1
3,4,3,6.9,0,0
49,4,4,8.1,5,1
68,13,5,7.0,0,1
29,17,4,2.1,0,1
87,7,4,2.8,4,1
58,4,3,5.7,1,0
66,6,3,4.5,1,0
74,15,3,7.4,5,1
44,13,2,3.8,4,1
3,4,1,8.6,4,0
25,8,0,4.3,4,0
26,3,3,0.4,1,0
45,3,1,0.2,3,0
63,15,3,6.5,5,1
90,16,0,5.4,5,1
50,14,5,5.4,2,1
49,3,3,7.9,4,0
5,5,1,3.8,4,0
58,15,2,10.0,1,1
14,3,5,9.5,5,0
29,5,5,0.1,1,0
41,4,5,9.0,2,0
100,15,0,6.8,0,1
36,15,1,5.0,1,0
41,9,4,5.8,2,0
100,8,4,8.4,1,1
34,3,4,9.5,1,0
86,13,2,5.6,1,1
5,3,3,1.8,3,0
67,11,3,6.4,3,1
17,9,3,0.8,4,0
72,3,2,6.4,3,0
28,17,4,8.1,2,1
76,12,5,3.5,1,1
58,12,3,0.7,3,1
46,13,5,6.9,5,1
16,17,5,3.4,1,1
95,0,2,2.5,0,0
21,20,2,6.9,4,1
67,15,1,9.7,3,1
68,14,3,7.5,5,1
36,4,4,4.9,5,0
48,5,0,6.0,1,0
12,5,2,1.4,0,0
33,2,5,8.1,4,0
85,15,1,6.0,4,1
52,11,0,9.7,0,0
86,3,2,9.8,3,1
50,0,1,3.5,3,0
2,3,5,9.9,1,0
41,0,3,9.6,2,0
97,20,1,6.4,1,1
31,7,2,3.3,1,0
50,4,3,7.5,1,0
84,1,5,2.7,0,1
45,11,4,6.3,4,1
20,16,1,0.2,4,0
43,6,0,6.3,2,0
10,10,5,9.5,3,0
67,3,3,2.4,1,0
0,4,5,7.8,0,0
91,5,3,2.9,0,1
62,10,5,7.1,1,1
23,0,4,7.0,0,0
98,9,1,1.8,0,1
12,19,0,6.0,1,0
97,20,4,8.6,2,1
10,10,1,3.8,0,0
99,16,0,7.1,4,1
50,7,5,6.7,5,1
16,12,0,2.6,4,0
98,19,2,9.2,5,1
81,17,0,5.6,5,1
85,15,1,3.6,4,1
23,1,4,1.6,1,0
18,4,4,4.7,5,0
36,17,2,7.3,4,1
84,2,1,6.2,3,0
7,16,0,7.3,0,0
27,15,2,7.9,2,1
4,5,5,4.4,5,0
16,18,3,5.2,4,1
100,6,5,9.9,1,1
35,17,1,9.7,5,1
18,13,2,4.1,2,0
63,5,4,6.9,1,1
90,7,2,2.7,2,1
97,14,3,1.5,2,1
10,14,1,7.7,0,0
53,14,2,4.4,5,1
44,15,5,1.8,5,1
46,0,0,7.6,5,0
11,10,5,9.2,2,0
20,4,1,9.3,3,0
10,4,2,6.0,3,0
91,20,5,4.8,3,1
4,5,2,1.4,1,0
80,1,5,7.9,0,0
55,5,1,9.5,1,0
19,13,4,8.9,5,1
40,10,5,7.5,5,1
45,3,0,0.0,4,0
11,8,5,4.1,5,0
69,2,1,4.1,3,0
16,15,5,8.9,0,1
18,10,0,0.7,3,0
25,3,0,5.3,0,0
47,0,1,1.4,1,0
51,20,2,6.6,5,1
95,15,5,7.9,1,1
69,18,4,6.4,3,1
54,15,0,7.9,2,1
99,10,0,6.1,0,1
74,7,5,1.9,5,1
32,0,2,3.8,4,0
61,20,5,9.6,2,1
87,8,1,2.9,1,1
22,11,4,0.6,0,0
14,7,5,3.8,2,0
26,16,0,3.7,4,0
74,9,0,4.7,2,0
63,6,1,5.6,4,0
80,18,2,9.9,1,1
50,5,5,7.6,0,1
52,20,3,0.4,1,1
77,18,2,7.1,0,1
90,17,0,8.2,2,1
81,14,5,9.0,1,1
91,1,0,4.2,0,0
50,13,4,3.1,5,1
46,20,2,8.4,4,1
3,9,3,7.8,0,0
6,15,4,5.4,5,1
34,6,3,1.2,1,0
47,7,4,6.5,1,0
72,9,2,0.7,2,1
71,14,0,1.0,4,1
44,7,3,3.3,0,0
80,12,2,3.7,1,1
80,11,3,4.6,0,1
96,7,2,3.4,3,1
95,14,4,0.3,4,1
71,11,2,1.6,4,1
18,10,4,1.2,5,0
62,18,0,4.3,3,1
37,13,4,2.1,4,1
66,17,1,2.9,3,1
58,12,0,4.7,0,0
68,3,5,2.4,3,0
12,16,5,2.5,2,1
46,18,2,8.3,5,1
60,8,2,5.5,3,0
30,6,1,8.6,0,0
79,0,2,5.1,4,0
95,6,0,9.1,2,1
21,6,0,2.5,3,0
92,19,4,6.2,5,1
85,6,3,5.0,5,1
42,7,2,9.2,0,0
66,15,1,4.2,2,1
53,2,5,8.5,2,0
9,12,0,5.6,2,0
41,9,0,7.1,3,0
63,17,0,8.9,0,1
20,6,3,10.0,0,0
79,20,3,7.3,0,1
75,20,2,3.1,1,1
65,4,5,3.0,4,1
